,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
384,tensor(0.3429),tensor(0.5333),tensor(0.2526),tensor(0.2609),tensor(0.4091),tensor(0.1915),tensor(0.3000),tensor(0.4667),tensor(0.2211),tensor(0.3000),tensor(0.4667),tensor(0.2211)
385,tensor(0.4749),tensor(1.),tensor(0.3114),tensor(0.4608),tensor(0.9804),tensor(0.3012),tensor(0.3014),tensor(0.6346),tensor(0.1976),tensor(0.3014),tensor(0.6346),tensor(0.1976)
386,tensor(0.4205),tensor(1.),tensor(0.2662),tensor(0.4023),tensor(0.9722),tensor(0.2536),tensor(0.4205),tensor(1.),tensor(0.2662),tensor(0.4205),tensor(1.),tensor(0.2662)
387,tensor(0.2395),tensor(0.3390),tensor(0.1852),tensor(0.0242),tensor(0.0345),tensor(0.0187),tensor(0.1198),tensor(0.1695),tensor(0.0926),tensor(0.1198),tensor(0.1695),tensor(0.0926)
388,tensor(0.3243),tensor(0.6667),tensor(0.2143),tensor(0.2329),tensor(0.4857),tensor(0.1532),tensor(0.3108),tensor(0.6389),tensor(0.2054),tensor(0.3108),tensor(0.6389),tensor(0.2054)
389,tensor(0.2595),tensor(0.4138),tensor(0.1890),tensor(0.0219),tensor(0.0351),tensor(0.0159),tensor(0.1405),tensor(0.2241),tensor(0.1024),tensor(0.2162),tensor(0.3448),tensor(0.1575)
390,tensor(0.2514),tensor(1.),tensor(0.1437),tensor(0.2431),tensor(1.),tensor(0.1384),tensor(0.1858),tensor(0.7391),tensor(0.1063),tensor(0.1858),tensor(0.7391),tensor(0.1063)
391,tensor(0.2286),tensor(0.4068),tensor(0.1589),tensor(0.0288),tensor(0.0517),tensor(0.0200),tensor(0.1333),tensor(0.2373),tensor(0.0927),tensor(0.1524),tensor(0.2712),tensor(0.1060)
392,tensor(0.3644),tensor(0.4778),tensor(0.2945),tensor(0.2051),tensor(0.2697),tensor(0.1655),tensor(0.2373),tensor(0.3111),tensor(0.1918),tensor(0.3136),tensor(0.4111),tensor(0.2534)
393,tensor(0.2239),tensor(0.3409),tensor(0.1667),tensor(0.0152),tensor(0.0233),tensor(0.0112),tensor(0.1194),tensor(0.1818),tensor(0.0889),tensor(0.1194),tensor(0.1818),tensor(0.0889)
394,tensor(0.3699),tensor(0.6809),tensor(0.2540),tensor(0.3275),tensor(0.6087),tensor(0.2240),tensor(0.3353),tensor(0.6170),tensor(0.2302),tensor(0.3353),tensor(0.6170),tensor(0.2302)
395,tensor(0.4348),tensor(0.6579),tensor(0.3247),tensor(0.3363),tensor(0.5135),tensor(0.2500),tensor(0.3478),tensor(0.5263),tensor(0.2597),tensor(0.3478),tensor(0.5263),tensor(0.2597)
396,tensor(0.2784),tensor(0.6136),tensor(0.1800),tensor(0.1875),tensor(0.4186),tensor(0.1208),tensor(0.2062),tensor(0.4545),tensor(0.1333),tensor(0.2062),tensor(0.4545),tensor(0.1333)
397,tensor(0.2989),tensor(0.6190),tensor(0.1970),tensor(0.1744),tensor(0.3659),tensor(0.1145),tensor(0.2529),tensor(0.5238),tensor(0.1667),tensor(0.2529),tensor(0.5238),tensor(0.1667)
398,tensor(0.2936),tensor(1.),tensor(0.1720),tensor(0.2831),tensor(0.9787),tensor(0.1655),tensor(0.2936),tensor(1.),tensor(0.1720),tensor(0.2936),tensor(1.),tensor(0.1720)
399,tensor(0.4535),tensor(1.),tensor(0.2932),tensor(0.4471),tensor(1.),tensor(0.2879),tensor(0.3140),tensor(0.6923),tensor(0.2030),tensor(0.3140),tensor(0.6923),tensor(0.2030)
400,tensor(0.4049),tensor(1.),tensor(0.2538),tensor(0.3851),tensor(0.9688),tensor(0.2403),tensor(0.2945),tensor(0.7273),tensor(0.1846),tensor(0.4049),tensor(1.),tensor(0.2538)
401,tensor(0.1164),tensor(0.4400),tensor(0.0671),tensor(0.0214),tensor(0.0833),tensor(0.0123),tensor(0.0635),tensor(0.2400),tensor(0.0366),tensor(0.1058),tensor(0.4000),tensor(0.0610)
402,tensor(0.2577),tensor(0.6410),tensor(0.1613),tensor(0.1875),tensor(0.4737),tensor(0.1169),tensor(0.1959),tensor(0.4872),tensor(0.1226),tensor(0.2474),tensor(0.6154),tensor(0.1548)
403,tensor(0.4513),tensor(0.9167),tensor(0.2993),tensor(0.4249),tensor(0.8723),tensor(0.2808),tensor(0.4513),tensor(0.9167),tensor(0.2993),tensor(0.4513),tensor(0.9167),tensor(0.2993)
404,tensor(0.0968),tensor(0.2927),tensor(0.0580),tensor(0.0244),tensor(0.0750),tensor(0.0146),tensor(0.0645),tensor(0.1951),tensor(0.0386),tensor(0.0806),tensor(0.2439),tensor(0.0483)
405,tensor(0.1928),tensor(0.8571),tensor(0.1086),tensor(0.1377),tensor(0.6296),tensor(0.0773),tensor(0.1767),tensor(0.7857),tensor(0.0995),tensor(0.1767),tensor(0.7857),tensor(0.0995)
406,tensor(0.3390),tensor(0.5455),tensor(0.2459),tensor(0.2400),tensor(0.3889),tensor(0.1736),tensor(0.2712),tensor(0.4364),tensor(0.1967),tensor(0.2712),tensor(0.4364),tensor(0.1967)
407,tensor(0.3962),tensor(0.5833),tensor(0.3000),tensor(0.3462),tensor(0.5143),tensor(0.2609),tensor(0.3774),tensor(0.5556),tensor(0.2857),tensor(0.3774),tensor(0.5556),tensor(0.2857)
408,tensor(0.1650),tensor(1.),tensor(0.0899),tensor(0.1595),tensor(1.),tensor(0.0866),tensor(0.1650),tensor(1.),tensor(0.0899),tensor(0.1650),tensor(1.),tensor(0.0899)
409,tensor(0.7680),tensor(1.),tensor(0.6234),tensor(0.7480),tensor(0.9787),tensor(0.6053),tensor(0.4000),tensor(0.5208),tensor(0.3247),tensor(0.4000),tensor(0.5208),tensor(0.3247)
410,tensor(0.3317),tensor(0.7234),tensor(0.2152),tensor(0.2463),tensor(0.5435),tensor(0.1592),tensor(0.2732),tensor(0.5957),tensor(0.1772),tensor(0.3220),tensor(0.7021),tensor(0.2089)
411,tensor(0.3152),tensor(0.7073),tensor(0.2028),tensor(0.2198),tensor(0.5000),tensor(0.1408),tensor(0.2283),tensor(0.5122),tensor(0.1469),tensor(0.2826),tensor(0.6341),tensor(0.1818)
412,tensor(0.3070),tensor(1.),tensor(0.1813),tensor(0.3009),tensor(1.),tensor(0.1771),tensor(0.2456),tensor(0.8000),tensor(0.1451),tensor(0.3070),tensor(1.),tensor(0.1813)
413,tensor(0.3441),tensor(1.),tensor(0.2078),tensor(0.3261),tensor(0.9677),tensor(0.1961),tensor(0.3441),tensor(1.),tensor(0.2078),tensor(0.3441),tensor(1.),tensor(0.2078)
414,tensor(0.3090),tensor(0.7500),tensor(0.1946),tensor(0.2424),tensor(0.5957),tensor(0.1522),tensor(0.2403),tensor(0.5833),tensor(0.1514),tensor(0.2403),tensor(0.5833),tensor(0.1514)
415,tensor(0.2083),tensor(0.6667),tensor(0.1235),tensor(0.1474),tensor(0.4828),tensor(0.0870),tensor(0.1667),tensor(0.5333),tensor(0.0988),tensor(0.1875),tensor(0.6000),tensor(0.1111)
416,tensor(0.2875),tensor(0.7188),tensor(0.1797),tensor(0.2405),tensor(0.6129),tensor(0.1496),tensor(0.2750),tensor(0.6875),tensor(0.1719),tensor(0.2750),tensor(0.6875),tensor(0.1719)
417,tensor(0.4228),tensor(0.8667),tensor(0.2796),tensor(0.3636),tensor(0.7586),tensor(0.2391),tensor(0.4228),tensor(0.8667),tensor(0.2796),tensor(0.4228),tensor(0.8667),tensor(0.2796)
418,tensor(0.2836),tensor(0.6552),tensor(0.1810),tensor(0.2121),tensor(0.5000),tensor(0.1346),tensor(0.2687),tensor(0.6207),tensor(0.1714),tensor(0.2687),tensor(0.6207),tensor(0.1714)
419,tensor(0.2099),tensor(0.3469),tensor(0.1504),tensor(0.0125),tensor(0.0208),tensor(0.0089),tensor(0.1111),tensor(0.1837),tensor(0.0796),tensor(0.1111),tensor(0.1837),tensor(0.0796)
420,tensor(0.1827),tensor(0.4419),tensor(0.1152),tensor(0.0388),tensor(0.0952),tensor(0.0244),tensor(0.1058),tensor(0.2558),tensor(0.0667),tensor(0.1058),tensor(0.2558),tensor(0.0667)
421,tensor(0.1988),tensor(0.3200),tensor(0.1441),tensor(0.0503),tensor(0.0816),tensor(0.0364),tensor(0.1366),tensor(0.2200),tensor(0.0991),tensor(0.1615),tensor(0.2600),tensor(0.1171)
422,tensor(0.3536),tensor(0.6667),tensor(0.2406),tensor(0.2905),tensor(0.5532),tensor(0.1970),tensor(0.3536),tensor(0.6667),tensor(0.2406),tensor(0.3536),tensor(0.6667),tensor(0.2406)
423,tensor(0.2234),tensor(0.8148),tensor(0.1294),tensor(0.1744),tensor(0.6538),tensor(0.1006),tensor(0.2234),tensor(0.8148),tensor(0.1294),tensor(0.2234),tensor(0.8148),tensor(0.1294)
424,tensor(0.1905),tensor(0.3111),tensor(0.1373),tensor(0.0138),tensor(0.0227),tensor(0.0099),tensor(0.1224),tensor(0.2000),tensor(0.0882),tensor(0.1361),tensor(0.2222),tensor(0.0980)
425,tensor(0.2194),tensor(0.7027),tensor(0.1300),tensor(0.1957),tensor(0.6389),tensor(0.1156),tensor(0.2194),tensor(0.7027),tensor(0.1300),tensor(0.2025),tensor(0.6486),tensor(0.1200)
426,tensor(0.2635),tensor(1.),tensor(0.1517),tensor(0.2424),tensor(0.9524),tensor(0.1389),tensor(0.2515),tensor(0.9545),tensor(0.1448),tensor(0.2515),tensor(0.9545),tensor(0.1448)
427,tensor(0.1511),tensor(0.5526),tensor(0.0875),tensor(0.1087),tensor(0.4054),tensor(0.0628),tensor(0.1367),tensor(0.5000),tensor(0.0792),tensor(0.1439),tensor(0.5263),tensor(0.0833)
428,tensor(0.4429),tensor(1.),tensor(0.2844),tensor(0.4203),tensor(0.9667),tensor(0.2685),tensor(0.4429),tensor(1.),tensor(0.2844),tensor(0.4429),tensor(1.),tensor(0.2844)
429,tensor(0.1435),tensor(0.3556),tensor(0.0899),tensor(0.0181),tensor(0.0455),tensor(0.0113),tensor(0.0807),tensor(0.2000),tensor(0.0506),tensor(0.1166),tensor(0.2889),tensor(0.0730)
430,tensor(0.2239),tensor(0.2459),tensor(0.2055),tensor(0.0152),tensor(0.0167),tensor(0.0139),tensor(0.1343),tensor(0.1475),tensor(0.1233),tensor(0.1791),tensor(0.1967),tensor(0.1644)
431,tensor(0.5405),tensor(0.7273),tensor(0.4301),tensor(0.5068),tensor(0.6852),tensor(0.4022),tensor(0.5135),tensor(0.6909),tensor(0.4086),tensor(0.5135),tensor(0.6909),tensor(0.4086)
432,tensor(0.2453),tensor(0.6500),tensor(0.1512),tensor(0.2115),tensor(0.5789),tensor(0.1294),tensor(0.2453),tensor(0.6500),tensor(0.1512),tensor(0.2453),tensor(0.6500),tensor(0.1512)
433,tensor(0.2286),tensor(0.7273),tensor(0.1356),tensor(0.1727),tensor(0.5581),tensor(0.1021),tensor(0.2000),tensor(0.6364),tensor(0.1186),tensor(0.2143),tensor(0.6818),tensor(0.1271)
434,tensor(0.1888),tensor(0.8462),tensor(0.1063),tensor(0.1385),tensor(0.6400),tensor(0.0777),tensor(0.1459),tensor(0.6538),tensor(0.0821),tensor(0.1459),tensor(0.6538),tensor(0.0821)
435,tensor(0.5250),tensor(1.),tensor(0.3559),tensor(0.5063),tensor(0.9756),tensor(0.3419),tensor(0.3625),tensor(0.6905),tensor(0.2458),tensor(0.3625),tensor(0.6905),tensor(0.2458)
436,tensor(0.1316),tensor(0.7895),tensor(0.0718),tensor(0.0708),tensor(0.4444),tensor(0.0385),tensor(0.1228),tensor(0.7368),tensor(0.0670),tensor(0.1316),tensor(0.7895),tensor(0.0718)
437,tensor(0.1115),tensor(0.4054),tensor(0.0647),tensor(0.0150),tensor(0.0556),tensor(0.0087),tensor(0.0669),tensor(0.2432),tensor(0.0388),tensor(0.0743),tensor(0.2703),tensor(0.0431)
438,tensor(0.2537),tensor(0.4595),tensor(0.1753),tensor(0.1970),tensor(0.3611),tensor(0.1354),tensor(0.2537),tensor(0.4595),tensor(0.1753),tensor(0.2537),tensor(0.4595),tensor(0.1753)
439,tensor(0.3158),tensor(0.7174),tensor(0.2025),tensor(0.2512),tensor(0.5778),tensor(0.1605),tensor(0.2871),tensor(0.6522),tensor(0.1840),tensor(0.2871),tensor(0.6522),tensor(0.1840)
440,tensor(0.4643),tensor(1.),tensor(0.3023),tensor(0.4505),tensor(0.9804),tensor(0.2924),tensor(0.4643),tensor(1.),tensor(0.3023),tensor(0.4643),tensor(1.),tensor(0.3023)
441,tensor(0.2749),tensor(0.7632),tensor(0.1676),tensor(0.1914),tensor(0.5405),tensor(0.1163),tensor(0.2370),tensor(0.6579),tensor(0.1445),tensor(0.2370),tensor(0.6579),tensor(0.1445)
442,tensor(0.6905),tensor(1.),tensor(0.5273),tensor(0.6867),tensor(1.),tensor(0.5229),tensor(0.6905),tensor(1.),tensor(0.5273),tensor(0.6905),tensor(1.),tensor(0.5273)
443,tensor(0.2987),tensor(0.7667),tensor(0.1855),tensor(0.1842),tensor(0.4828),tensor(0.1138),tensor(0.1948),tensor(0.5000),tensor(0.1210),tensor(0.2597),tensor(0.6667),tensor(0.1613)
444,tensor(0.3197),tensor(0.8431),tensor(0.1972),tensor(0.2547),tensor(0.6800),tensor(0.1567),tensor(0.2602),tensor(0.6863),tensor(0.1606),tensor(0.2825),tensor(0.7451),tensor(0.1743)
445,tensor(0.2297),tensor(0.8000),tensor(0.1341),tensor(0.1932),tensor(0.6897),tensor(0.1124),tensor(0.2297),tensor(0.8000),tensor(0.1341),tensor(0.2297),tensor(0.8000),tensor(0.1341)
446,tensor(0.3774),tensor(0.5455),tensor(0.2885),tensor(0.2803),tensor(0.4074),tensor(0.2136),tensor(0.3522),tensor(0.5091),tensor(0.2692),tensor(0.3522),tensor(0.5091),tensor(0.2692)
447,tensor(0.1070),tensor(0.1733),tensor(0.0774),tensor(0.0166),tensor(0.0270),tensor(0.0120),tensor(0.0658),tensor(0.1067),tensor(0.0476),tensor(0.0658),tensor(0.1067),tensor(0.0476)
448,tensor(0.3448),tensor(0.8333),tensor(0.2174),tensor(0.2650),tensor(0.6462),tensor(0.1667),tensor(0.3009),tensor(0.7273),tensor(0.1897),tensor(0.3260),tensor(0.7879),tensor(0.2055)
449,tensor(0.2128),tensor(0.7143),tensor(0.1250),tensor(0.1631),tensor(0.5588),tensor(0.0955),tensor(0.1702),tensor(0.5714),tensor(0.1000),tensor(0.1702),tensor(0.5714),tensor(0.1000)
450,tensor(0.3240),tensor(0.6905),tensor(0.2117),tensor(0.2373),tensor(0.5122),tensor(0.1544),tensor(0.2905),tensor(0.6190),tensor(0.1898),tensor(0.3240),tensor(0.6905),tensor(0.2117)
451,tensor(0.1354),tensor(0.3714),tensor(0.0828),tensor(0.0105),tensor(0.0294),tensor(0.0064),tensor(0.0729),tensor(0.2000),tensor(0.0446),tensor(0.0729),tensor(0.2000),tensor(0.0446)
452,tensor(0.3744),tensor(0.5000),tensor(0.2993),tensor(0.2857),tensor(0.3827),tensor(0.2279),tensor(0.3379),tensor(0.4512),tensor(0.2701),tensor(0.3196),tensor(0.4268),tensor(0.2555)
453,tensor(0.3362),tensor(0.7500),tensor(0.2167),tensor(0.2261),tensor(0.5098),tensor(0.1453),tensor(0.1897),tensor(0.4231),tensor(0.1222),tensor(0.2845),tensor(0.6346),tensor(0.1833)
454,tensor(0.2126),tensor(0.4490),tensor(0.1392),tensor(0.0390),tensor(0.0833),tensor(0.0255),tensor(0.0870),tensor(0.1837),tensor(0.0570),tensor(0.1449),tensor(0.3061),tensor(0.0949)
455,tensor(0.4903),tensor(0.6441),tensor(0.3958),tensor(0.3660),tensor(0.4828),tensor(0.2947),tensor(0.4387),tensor(0.5763),tensor(0.3542),tensor(0.4387),tensor(0.5763),tensor(0.3542)
456,tensor(0.3838),tensor(1.),tensor(0.2375),tensor(0.3776),tensor(1.),tensor(0.2327),tensor(0.3838),tensor(1.),tensor(0.2375),tensor(0.3838),tensor(1.),tensor(0.2375)
457,tensor(0.1257),tensor(0.2619),tensor(0.0827),tensor(0.0116),tensor(0.0244),tensor(0.0076),tensor(0.1029),tensor(0.2143),tensor(0.0677),tensor(0.1029),tensor(0.2143),tensor(0.0677)
458,tensor(0.4078),tensor(0.7925),tensor(0.2745),tensor(0.2941),tensor(0.5769),tensor(0.1974),tensor(0.2718),tensor(0.5283),tensor(0.1830),tensor(0.3689),tensor(0.7170),tensor(0.2484)
459,tensor(0.2574),tensor(0.7429),tensor(0.1557),tensor(0.1600),tensor(0.4706),tensor(0.0964),tensor(0.2178),tensor(0.6286),tensor(0.1317),tensor(0.2574),tensor(0.7429),tensor(0.1557)
460,tensor(0.4121),tensor(0.7556),tensor(0.2833),tensor(0.2945),tensor(0.5455),tensor(0.2017),tensor(0.3394),tensor(0.6222),tensor(0.2333),tensor(0.3515),tensor(0.6444),tensor(0.2417)
461,tensor(0.1333),tensor(0.4400),tensor(0.0786),tensor(0.0245),tensor(0.0833),tensor(0.0144),tensor(0.0606),tensor(0.2000),tensor(0.0357),tensor(0.0606),tensor(0.2000),tensor(0.0357)
462,tensor(0.3738),tensor(0.5263),tensor(0.2899),tensor(0.2857),tensor(0.4054),tensor(0.2206),tensor(0.2991),tensor(0.4211),tensor(0.2319),tensor(0.3738),tensor(0.5263),tensor(0.2899)
463,tensor(0.1733),tensor(0.2321),tensor(0.1383),tensor(0.0541),tensor(0.0727),tensor(0.0430),tensor(0.0933),tensor(0.1250),tensor(0.0745),tensor(0.1333),tensor(0.1786),tensor(0.1064)
464,tensor(0.0993),tensor(0.2188),tensor(0.0642),tensor(0.0144),tensor(0.0323),tensor(0.0093),tensor(0.0709),tensor(0.1562),tensor(0.0459),tensor(0.0709),tensor(0.1562),tensor(0.0459)
465,tensor(0.4569),tensor(0.9574),tensor(0.3000),tensor(0.4103),tensor(0.8696),tensor(0.2685),tensor(0.4162),tensor(0.8723),tensor(0.2733),tensor(0.4264),tensor(0.8936),tensor(0.2800)
466,tensor(0.3056),tensor(0.5238),tensor(0.2157),tensor(0.1831),tensor(0.3171),tensor(0.1287),tensor(0.1944),tensor(0.3333),tensor(0.1373),tensor(0.2639),tensor(0.4524),tensor(0.1863)
467,tensor(0.0599),tensor(0.1923),tensor(0.0355),tensor(0.),tensor(0.),tensor(0.),tensor(0.0599),tensor(0.1923),tensor(0.0355),tensor(0.0479),tensor(0.1538),tensor(0.0284)
468,tensor(0.2793),tensor(0.6757),tensor(0.1761),tensor(0.1921),tensor(0.4722),tensor(0.1206),tensor(0.2682),tensor(0.6486),tensor(0.1690),tensor(0.2682),tensor(0.6486),tensor(0.1690)
469,tensor(0.5128),tensor(0.6977),tensor(0.4054),tensor(0.4348),tensor(0.5952),tensor(0.3425),tensor(0.5128),tensor(0.6977),tensor(0.4054),tensor(0.5128),tensor(0.6977),tensor(0.4054)
470,tensor(0.1880),tensor(0.7097),tensor(0.1084),tensor(0.1466),tensor(0.5667),tensor(0.0842),tensor(0.1197),tensor(0.4516),tensor(0.0690),tensor(0.1197),tensor(0.4516),tensor(0.0690)
471,tensor(0.1953),tensor(0.7353),tensor(0.1126),tensor(0.1260),tensor(0.4848),tensor(0.0724),tensor(0.1406),tensor(0.5294),tensor(0.0811),tensor(0.1719),tensor(0.6471),tensor(0.0991)
472,tensor(0.2821),tensor(0.4074),tensor(0.2157),tensor(0.1842),tensor(0.2692),tensor(0.1400),tensor(0.1795),tensor(0.2593),tensor(0.1373),tensor(0.2821),tensor(0.4074),tensor(0.2157)
473,tensor(0.2000),tensor(0.3939),tensor(0.1340),tensor(0.0469),tensor(0.0938),tensor(0.0312),tensor(0.1385),tensor(0.2727),tensor(0.0928),tensor(0.1538),tensor(0.3030),tensor(0.1031)
474,tensor(0.2317),tensor(0.5938),tensor(0.1439),tensor(0.1358),tensor(0.3548),tensor(0.0840),tensor(0.2195),tensor(0.5625),tensor(0.1364),tensor(0.2073),tensor(0.5312),tensor(0.1288)
475,tensor(0.4000),tensor(0.7812),tensor(0.2688),tensor(0.3252),tensor(0.6452),tensor(0.2174),tensor(0.3520),tensor(0.6875),tensor(0.2366),tensor(0.3520),tensor(0.6875),tensor(0.2366)
476,tensor(0.4294),tensor(0.5672),tensor(0.3455),tensor(0.2400),tensor(0.3182),tensor(0.1927),tensor(0.3390),tensor(0.4478),tensor(0.2727),tensor(0.3390),tensor(0.4478),tensor(0.2727)
477,tensor(0.2722),tensor(0.6765),tensor(0.1704),tensor(0.1916),tensor(0.4848),tensor(0.1194),tensor(0.2367),tensor(0.5882),tensor(0.1481),tensor(0.2367),tensor(0.5882),tensor(0.1481)
478,tensor(0.2146),tensor(0.7353),tensor(0.1256),tensor(0.1645),tensor(0.5758),tensor(0.0960),tensor(0.1888),tensor(0.6471),tensor(0.1106),tensor(0.1888),tensor(0.6471),tensor(0.1106)
479,tensor(0.4375),tensor(0.7778),tensor(0.3043),tensor(0.3617),tensor(0.6538),tensor(0.2500),tensor(0.3750),tensor(0.6667),tensor(0.2609),tensor(0.3750),tensor(0.6667),tensor(0.2609)
480,tensor(0.4115),tensor(0.7414),tensor(0.2848),tensor(0.3382),tensor(0.6140),tensor(0.2333),tensor(0.3349),tensor(0.6034),tensor(0.2318),tensor(0.3636),tensor(0.6552),tensor(0.2517)
481,tensor(0.1935),tensor(0.6585),tensor(0.1134),tensor(0.1444),tensor(0.5000),tensor(0.0844),tensor(0.1720),tensor(0.5854),tensor(0.1008),tensor(0.1935),tensor(0.6585),tensor(0.1134)
482,tensor(0.6549),tensor(1.),tensor(0.4868),tensor(0.6486),tensor(1.),tensor(0.4800),tensor(0.6549),tensor(1.),tensor(0.4868),tensor(0.6549),tensor(1.),tensor(0.4868)
483,tensor(0.5890),tensor(0.8776),tensor(0.4433),tensor(0.5694),tensor(0.8542),tensor(0.4271),tensor(0.3151),tensor(0.4694),tensor(0.2371),tensor(0.5890),tensor(0.8776),tensor(0.4433)
484,tensor(0.3145),tensor(0.9259),tensor(0.1894),tensor(0.2675),tensor(0.8077),tensor(0.1603),tensor(0.3145),tensor(0.9259),tensor(0.1894),tensor(0.3145),tensor(0.9259),tensor(0.1894)
485,tensor(0.5352),tensor(1.),tensor(0.3654),tensor(0.5213),tensor(0.9821),tensor(0.3548),tensor(0.3099),tensor(0.5789),tensor(0.2115),tensor(0.3099),tensor(0.5789),tensor(0.2115)
486,tensor(0.1813),tensor(0.5593),tensor(0.1082),tensor(0.0994),tensor(0.3103),tensor(0.0592),tensor(0.1209),tensor(0.3729),tensor(0.0721),tensor(0.1209),tensor(0.3729),tensor(0.0721)
487,tensor(0.3625),tensor(0.8056),tensor(0.2339),tensor(0.3038),tensor(0.6857),tensor(0.1951),tensor(0.3375),tensor(0.7500),tensor(0.2177),tensor(0.3375),tensor(0.7500),tensor(0.2177)
488,tensor(0.4052),tensor(0.7381),tensor(0.2793),tensor(0.2649),tensor(0.4878),tensor(0.1818),tensor(0.3529),tensor(0.6429),tensor(0.2432),tensor(0.3529),tensor(0.6429),tensor(0.2432)
489,tensor(0.2171),tensor(0.3333),tensor(0.1610),tensor(0.0231),tensor(0.0357),tensor(0.0171),tensor(0.1371),tensor(0.2105),tensor(0.1017),tensor(0.1371),tensor(0.2105),tensor(0.1017)
490,tensor(0.1317),tensor(0.4074),tensor(0.0786),tensor(0.),tensor(0.),tensor(0.),tensor(0.0838),tensor(0.2593),tensor(0.0500),tensor(0.0838),tensor(0.2593),tensor(0.0500)
491,tensor(0.4536),tensor(0.4074),tensor(0.5116),tensor(0.3579),tensor(0.3208),tensor(0.4048),tensor(0.4124),tensor(0.3704),tensor(0.4651),tensor(0.4124),tensor(0.3704),tensor(0.4651)
492,tensor(0.3153),tensor(0.7447),tensor(0.2000),tensor(0.2818),tensor(0.6739),tensor(0.1782),tensor(0.3153),tensor(0.7447),tensor(0.2000),tensor(0.3153),tensor(0.7447),tensor(0.2000)
493,tensor(0.4110),tensor(1.),tensor(0.2586),tensor(0.4000),tensor(0.9831),tensor(0.2511),tensor(0.2329),tensor(0.5667),tensor(0.1466),tensor(0.2329),tensor(0.5667),tensor(0.1466)
494,tensor(0.1765),tensor(0.7059),tensor(0.1008),tensor(0.1556),tensor(0.6364),tensor(0.0886),tensor(0.1691),tensor(0.6765),tensor(0.0966),tensor(0.1691),tensor(0.6765),tensor(0.0966)
495,tensor(0.7031),tensor(1.),tensor(0.5422),tensor(0.6825),tensor(0.9773),tensor(0.5244),tensor(0.4375),tensor(0.6222),tensor(0.3373),tensor(0.4375),tensor(0.6222),tensor(0.3373)
496,tensor(0.1676),tensor(0.3191),tensor(0.1136),tensor(0.0113),tensor(0.0217),tensor(0.0076),tensor(0.1006),tensor(0.1915),tensor(0.0682),tensor(0.1341),tensor(0.2553),tensor(0.0909)
497,tensor(0.1558),tensor(0.4500),tensor(0.0942),tensor(0.0437),tensor(0.1282),tensor(0.0263),tensor(0.1039),tensor(0.3000),tensor(0.0628),tensor(0.1039),tensor(0.3000),tensor(0.0628)
498,tensor(0.3212),tensor(0.7097),tensor(0.2075),tensor(0.2074),tensor(0.4667),tensor(0.1333),tensor(0.2190),tensor(0.4839),tensor(0.1415),tensor(0.2190),tensor(0.4839),tensor(0.1415)
499,tensor(0.1930),tensor(0.4074),tensor(0.1264),tensor(0.),tensor(0.),tensor(0.),tensor(0.1404),tensor(0.2963),tensor(0.0920),tensor(0.1754),tensor(0.3704),tensor(0.1149)
500,tensor(0.3404),tensor(0.9032),tensor(0.2097),tensor(0.2630),tensor(0.7049),tensor(0.1617),tensor(0.2979),tensor(0.7903),tensor(0.1835),tensor(0.2979),tensor(0.7903),tensor(0.1835)
501,tensor(0.4409),tensor(0.5957),tensor(0.3500),tensor(0.3040),tensor(0.4130),tensor(0.2405),tensor(0.3622),tensor(0.4894),tensor(0.2875),tensor(0.3622),tensor(0.4894),tensor(0.2875)
502,tensor(0.5442),tensor(0.8696),tensor(0.3960),tensor(0.5379),tensor(0.8667),tensor(0.3900),tensor(0.5442),tensor(0.8696),tensor(0.3960),tensor(0.5442),tensor(0.8696),tensor(0.3960)
503,tensor(0.4406),tensor(1.),tensor(0.2825),tensor(0.4373),tensor(1.),tensor(0.2799),tensor(0.4406),tensor(1.),tensor(0.2825),tensor(0.4406),tensor(1.),tensor(0.2825)
504,tensor(0.4561),tensor(0.7222),tensor(0.3333),tensor(0.3669),tensor(0.5849),tensor(0.2672),tensor(0.3977),tensor(0.6296),tensor(0.2906),tensor(0.3977),tensor(0.6296),tensor(0.2906)
505,tensor(0.1911),tensor(0.3488),tensor(0.1316),tensor(0.0258),tensor(0.0476),tensor(0.0177),tensor(0.1274),tensor(0.2326),tensor(0.0877),tensor(0.1656),tensor(0.3023),tensor(0.1140)
506,tensor(0.2909),tensor(0.7143),tensor(0.1826),tensor(0.2198),tensor(0.5455),tensor(0.1376),tensor(0.2473),tensor(0.6071),tensor(0.1553),tensor(0.2764),tensor(0.6786),tensor(0.1735)
507,tensor(0.2167),tensor(0.3333),tensor(0.1605),tensor(0.0169),tensor(0.0263),tensor(0.0125),tensor(0.0833),tensor(0.1282),tensor(0.0617),tensor(0.1500),tensor(0.2308),tensor(0.1111)
508,tensor(0.3276),tensor(0.7037),tensor(0.2135),tensor(0.2696),tensor(0.5849),tensor(0.1751),tensor(0.2759),tensor(0.5926),tensor(0.1798),tensor(0.2931),tensor(0.6296),tensor(0.1910)
509,tensor(0.2474),tensor(0.2727),tensor(0.2264),tensor(0.0211),tensor(0.0233),tensor(0.0192),tensor(0.1649),tensor(0.1818),tensor(0.1509),tensor(0.1649),tensor(0.1818),tensor(0.1509)
